iter	RMSE
816	104.0992913
817	104.0790892
818	104.0536959
819	104.0323741
820	104.013616
821	103.9922821
822	103.9738827
823	103.9519603
824	103.9220116
825	103.9062238
826	103.8805946
827	103.8525337
828	103.8360583
829	103.8212196
830	103.7829978
831	103.7615724
832	103.7304734
833	103.7088229
834	103.6780419
835	103.6575362
836	103.636739
837	103.5984424
838	103.5796561
839	103.5575034
840	103.5369886
841	103.5205728
842	103.5086392
843	103.493226
844	103.4545508
845	103.434183
846	103.4169138
847	103.3981905
848	103.373352
849	103.356792
850	103.3425211
851	103.3189593
852	103.3042531
853	103.2927841
854	103.2629669
855	103.2416881
856	103.2281315
857	103.1990441
858	103.183886
859	103.164847
860	103.1254051
861	103.1071047
862	103.0872851
863	103.0580588
864	103.0297206
865	103.0078183
866	102.990071
867	102.9675346
868	102.9303859
869	102.91519
870	102.9008248
871	102.8619397
872	102.8437345
873	102.8208573
874	102.7995528
875	102.7699395
876	102.7331415
877	102.7161059
878	102.7044156
879	102.6936357
880	102.6742933
881	102.6584003
882	102.6290858
883	102.6075002
884	102.5821768
885	102.555827
886	102.5396954
887	102.5261594
888	102.5117237
889	102.4984004
890	102.4825675
891	102.4554794
892	102.4380601
893	102.4085785
894	102.3788908
895	102.3599163
896	102.3414909
897	102.3203853
898	102.2913116
899	102.2672143
900	102.2394388
901	102.2069464
902	102.1841993
903	102.1693625
904	102.1520032
905	102.1191123
906	102.0935709
907	102.0565864
908	102.0321224
909	102.0066278
910	101.9926396
911	101.9700047
912	101.9502197
913	101.9276702
914	101.906961
915	101.8813883
916	101.8479479
917	101.8343896
918	101.8053011
919	101.7863858
920	101.7663726
921	101.7493987
922	101.7226767
923	101.6984123
924	101.6855367
925	101.6656884
926	101.6466049
927	101.628985
928	101.5988033
929	101.5808629
930	101.5564954
931	101.5324384
932	101.5078098
933	101.4908115
934	101.4691401
935	101.4433786
936	101.4255732
937	101.4098339
938	101.3920798
939	101.3757273
940	101.3588229
941	101.3301303
942	101.3062999
943	101.2959311
944	101.2744117
945	101.2572607
946	101.2411216
947	101.2242642
948	101.1967634
949	101.1812169
950	101.1680542
951	101.151057
952	101.1386903
953	101.1190489
954	101.091924
955	101.0684203
956	101.0489952
957	101.0265444
958	101.0092961
959	100.9902147
960	100.9738154
961	100.9577957
962	100.937314
963	100.9282134
964	100.9155111
965	100.8820793
966	100.8548258
967	100.8315538
968	100.7936232
969	100.7685693
970	100.7369274
971	100.7156369
972	100.6996709
973	100.6805381
974	100.6599985
975	100.6389259
976	100.6292075
977	100.6114194
978	100.594218
979	100.5753619
980	100.5643319
981	100.543638
982	100.5253306
983	100.5098337
984	100.4652162
985	100.4481016
986	100.4244358
987	100.4067375
988	100.3923619
989	100.3691417
990	100.3515364
991	100.3314897
992	100.3175791
993	100.2978695
994	100.264598
995	100.249775
996	100.2369591
997	100.2111009
998	100.192088
999	100.1573229
1000	100.1487342
1001	100.1341979
1002	100.103047
1003	100.0610752
1004	100.0419506
1005	100.0237325
1006	100.0063861
1007	99.98883538
1008	99.97079394
1009	99.93135878
1010	99.9110963
1011	99.88599284
1012	99.86509207
1013	99.8453404
1014	99.81393806
1015	99.78162292
1016	99.75318988
1017	99.7239973
1018	99.70156469
1019	99.67931755
1020	99.6629384
1021	99.64517813
1022	99.61219661
1023	99.59403867
1024	99.57695128
1025	99.56071316
1026	99.54825221
1027	99.53224206
1028	99.49870108
1029	99.48292273
1030	99.44959405
1031	99.43149164
1032	99.41821444
1033	99.39446103
1034	99.3635512
1035	99.34884926
1036	99.3309681
1037	99.31892799
1038	99.298087
1039	99.28623191
1040	99.26720208
1041	99.2474847
1042	99.23579299
1043	99.2064614
1044	99.19198822
1045	99.16863562
1046	99.14904809
1047	99.12868798
1048	99.12066415
1049	99.09946724
1050	99.08664083
1051	99.07248007
1052	99.05558447
1053	99.02821811
1054	99.01118871
1055	98.9938351
1056	98.98112502
1057	98.96222927
1058	98.93873132
1059	98.91732228
1060	98.8901333
1061	98.866455
1062	98.83165378
1063	98.80640477
1064	98.78422383
1065	98.75563525
1066	98.73902648
1067	98.7188154
1068	98.70075083
1069	98.67889094
1070	98.64655814
1071	98.61520067
1072	98.58824026
1073	98.56414625
1074	98.546196
1075	98.52358014
1076	98.50637067
1077	98.48720564
1078	98.47320249
1079	98.4620909
1080	98.44235188
1081	98.42819714
1082	98.40212378
1083	98.37336794
1084	98.3487414
1085	98.32496093
1086	98.30383244
1087	98.28735264
1088	98.26287549
1089	98.24209023
1090	98.21655044
1091	98.20122236
1092	98.18481499
1093	98.15509551
1094	98.13585322
1095	98.11087969
1096	98.08205565
1097	98.06873121
1098	98.04714374
1099	98.01896585
1100	97.99052693
1101	97.96753183
1102	97.9542528
1103	97.93592444
1104	97.91439773
1105	97.88524417
1106	97.86004915
1107	97.84106163
1108	97.8139715
1109	97.79417252
1110	97.78093131
1111	97.75778891
1112	97.74494312
1113	97.7227124
1114	97.69312495
1115	97.67354624
1116	97.64906483
1117	97.63274291
1118	97.61553938
1119	97.59621048
1120	97.57271142
1121	97.55189025
1122	97.53043056
1123	97.51756736
1124	97.50198009
1125	97.47590201
1126	97.45751377
1127	97.43791999
1128	97.41799371
1129	97.40215655
1130	97.37588423
1131	97.3645339
1132	97.33276253
1133	97.31879118
1134	97.30766808
1135	97.27671543
1136	97.26199289
1137	97.24735186
1138	97.23673331
1139	97.22284872
1140	97.20891146
1141	97.18262091
1142	97.15360774
1143	97.12797881
1144	97.10550393
1145	97.08005604
1146	97.04120371
1147	97.0253578
1148	97.0056898
1149	96.97548489
1150	96.96374415
1151	96.94905711
1152	96.93162916
1153	96.91866107
1154	96.8982714
1155	96.87915695
1156	96.86326715
1157	96.83773388
1158	96.82307233
1159	96.80713963
1160	96.78963749
1161	96.77855348
1162	96.7625316
1163	96.74130996
1164	96.72378409
1165	96.69682221
1166	96.68633107
1167	96.67275186
1168	96.6448088
1169	96.62667967
1170	96.60993237
1171	96.58832983
1172	96.5690356
1173	96.54745724
1174	96.52995641
1175	96.51569204
1176	96.50227317
1177	96.48232226
1178	96.45930505
1179	96.44227072
1180	96.41610686
1181	96.40540804
1182	96.37863035
1183	96.36249016
1184	96.33632512
1185	96.29952772
1186	96.27869658
1187	96.26201085
1188	96.24760933
1189	96.22661316
1190	96.20308343
1191	96.18683419
1192	96.17773031
1193	96.16190851
1194	96.13838817
1195	96.11072245
1196	96.08499627
1197	96.06966162
1198	96.05512145
1199	96.03577829
